umbral,accuracy,precision,recall,f1,pr_auc,roc_auc,TN,FP,FN,TP,alertas,costo_unidades,modelo
0.47500000000000003,0.9724749241894098,0.8113207547169812,0.2847682119205298,0.4215686274509804,0.35439396294633196,0.7445591607209192,4126,10,108,43,53,1090,MLP inicial
0.48000000000000004,0.9724749241894098,0.8113207547169812,0.2847682119205298,0.4215686274509804,0.35439396294633196,0.7445591607209192,4126,10,108,43,53,1090,MLP inicial
0.48500000000000004,0.9724749241894098,0.8113207547169812,0.2847682119205298,0.4215686274509804,0.35439396294633196,0.7445591607209192,4126,10,108,43,53,1090,MLP inicial
0.49000000000000005,0.9727081875437369,0.8269230769230769,0.2847682119205298,0.4236453201970443,0.35439396294633196,0.7445591607209192,4127,9,108,43,52,1089,MLP inicial
0.49500000000000005,0.9729414508980639,0.8431372549019608,0.2847682119205298,0.42574257425742573,0.35439396294633196,0.7445591607209192,4128,8,108,43,51,1088,MLP inicial
0.5,0.9729414508980639,0.8431372549019608,0.2847682119205298,0.42574257425742573,0.35439396294633196,0.7445591607209192,4128,8,108,43,51,1088,MLP inicial
0.505,0.9729414508980639,0.8431372549019608,0.2847682119205298,0.42574257425742573,0.35439396294633196,0.7445591607209192,4128,8,108,43,51,1088,MLP inicial
0.51,0.9729414508980639,0.8431372549019608,0.2847682119205298,0.42574257425742573,0.35439396294633196,0.7445591607209192,4128,8,108,43,51,1088,MLP inicial
0.515,0.973174714252391,0.86,0.2847682119205298,0.42786069651741293,0.35439396294633196,0.7445591607209192,4129,7,108,43,50,1087,MLP inicial
0.52,0.973174714252391,0.86,0.2847682119205298,0.42786069651741293,0.35439396294633196,0.7445591607209192,4129,7,108,43,50,1087,MLP inicial
0.525,0.9734079776067179,0.8775510204081632,0.2847682119205298,0.43,0.35439396294633196,0.7445591607209192,4130,6,108,43,49,1086,MLP inicial
0.53,0.9734079776067179,0.8775510204081632,0.2847682119205298,0.43,0.35439396294633196,0.7445591607209192,4130,6,108,43,49,1086,MLP inicial
0.535,0.9734079776067179,0.8775510204081632,0.2847682119205298,0.43,0.35439396294633196,0.7445591607209192,4130,6,108,43,49,1086,MLP inicial
0.54,0.973174714252391,0.875,0.2781456953642384,0.4221105527638191,0.35439396294633196,0.7445591607209192,4130,6,109,42,48,1096,MLP inicial
0.545,0.9729414508980639,0.8723404255319149,0.271523178807947,0.41414141414141414,0.35439396294633196,0.7445591607209192,4130,6,110,41,47,1106,MLP inicial
0.55,0.9727081875437369,0.8695652173913043,0.26490066225165565,0.40609137055837563,0.35439396294633196,0.7445591607209192,4130,6,111,40,46,1116,MLP inicial
0.555,0.9727081875437369,0.8695652173913043,0.26490066225165565,0.40609137055837563,0.35439396294633196,0.7445591607209192,4130,6,111,40,46,1116,MLP inicial
0.56,0.9727081875437369,0.8695652173913043,0.26490066225165565,0.40609137055837563,0.35439396294633196,0.7445591607209192,4130,6,111,40,46,1116,MLP inicial
0.5650000000000001,0.9727081875437369,0.8695652173913043,0.26490066225165565,0.40609137055837563,0.35439396294633196,0.7445591607209192,4130,6,111,40,46,1116,MLP inicial
0.5700000000000001,0.9727081875437369,0.8695652173913043,0.26490066225165565,0.40609137055837563,0.35439396294633196,0.7445591607209192,4130,6,111,40,46,1116,MLP inicial
0.5750000000000001,0.9729414508980639,0.8888888888888888,0.26490066225165565,0.40816326530612246,0.35439396294633196,0.7445591607209192,4131,5,111,40,45,1115,MLP inicial
0.5800000000000001,0.9729414508980639,0.8888888888888888,0.26490066225165565,0.40816326530612246,0.35439396294633196,0.7445591607209192,4131,5,111,40,45,1115,MLP inicial
0.5850000000000001,0.9729414508980639,0.8888888888888888,0.26490066225165565,0.40816326530612246,0.35439396294633196,0.7445591607209192,4131,5,111,40,45,1115,MLP inicial
0.5900000000000001,0.9729414508980639,0.8888888888888888,0.26490066225165565,0.40816326530612246,0.35439396294633196,0.7445591607209192,4131,5,111,40,45,1115,MLP inicial
0.5950000000000001,0.9727081875437369,0.8863636363636364,0.2582781456953642,0.4,0.35439396294633196,0.7445591607209192,4131,5,112,39,44,1125,MLP inicial
0.6,0.9727081875437369,0.8863636363636364,0.2582781456953642,0.4,0.35439396294633196,0.7445591607209192,4131,5,112,39,44,1125,MLP inicial
0.605,0.9724749241894098,0.8837209302325582,0.25165562913907286,0.3917525773195876,0.35439396294633196,0.7445591607209192,4131,5,113,38,43,1135,MLP inicial
0.61,0.9724749241894098,0.8837209302325582,0.25165562913907286,0.3917525773195876,0.35439396294633196,0.7445591607209192,4131,5,113,38,43,1135,MLP inicial
