umbral,accuracy,precision,recall,f1,pr_auc,roc_auc,TN,FP,FN,TP,alertas,costo_unidades,modelo
0.535,0.973174714252391,0.8103448275862069,0.31125827814569534,0.44976076555023925,0.36980015276995626,0.7656195959880616,4125,11,104,47,58,1051,MLP regularizada
0.54,0.973174714252391,0.8103448275862069,0.31125827814569534,0.44976076555023925,0.36980015276995626,0.7656195959880616,4125,11,104,47,58,1051,MLP regularizada
0.545,0.9729414508980639,0.8070175438596491,0.304635761589404,0.4423076923076923,0.36980015276995626,0.7656195959880616,4125,11,105,46,57,1061,MLP regularizada
0.55,0.9729414508980639,0.8070175438596491,0.304635761589404,0.4423076923076923,0.36980015276995626,0.7656195959880616,4125,11,105,46,57,1061,MLP regularizada
0.555,0.9729414508980639,0.8070175438596491,0.304635761589404,0.4423076923076923,0.36980015276995626,0.7656195959880616,4125,11,105,46,57,1061,MLP regularizada
0.56,0.9729414508980639,0.8070175438596491,0.304635761589404,0.4423076923076923,0.36980015276995626,0.7656195959880616,4125,11,105,46,57,1061,MLP regularizada
0.5650000000000001,0.9729414508980639,0.8070175438596491,0.304635761589404,0.4423076923076923,0.36980015276995626,0.7656195959880616,4125,11,105,46,57,1061,MLP regularizada
0.5700000000000001,0.9729414508980639,0.8070175438596491,0.304635761589404,0.4423076923076923,0.36980015276995626,0.7656195959880616,4125,11,105,46,57,1061,MLP regularizada
0.5750000000000001,0.9729414508980639,0.8070175438596491,0.304635761589404,0.4423076923076923,0.36980015276995626,0.7656195959880616,4125,11,105,46,57,1061,MLP regularizada
0.5800000000000001,0.9729414508980639,0.8070175438596491,0.304635761589404,0.4423076923076923,0.36980015276995626,0.7656195959880616,4125,11,105,46,57,1061,MLP regularizada
0.5850000000000001,0.9729414508980639,0.8070175438596491,0.304635761589404,0.4423076923076923,0.36980015276995626,0.7656195959880616,4125,11,105,46,57,1061,MLP regularizada
0.5900000000000001,0.9727081875437369,0.8035714285714286,0.2980132450331126,0.43478260869565216,0.36980015276995626,0.7656195959880616,4125,11,106,45,56,1071,MLP regularizada
0.5950000000000001,0.9729414508980639,0.8181818181818182,0.2980132450331126,0.4368932038834951,0.36980015276995626,0.7656195959880616,4126,10,106,45,55,1070,MLP regularizada
